,user_id,item_id,reviewText,unixReviewTime,rating
49,13,49,"This is a CLASSIC. Fantastic art and visuals and solid action gameplay. Must have for PS2, PS3, PS4.",1503619200,5
50,14,50,"Have yet to hook it up, but the color of the casing is nice and grey.  Bought it to setup an gaming area in our house with an old tv we have yet to dispose of.
Post back when I give it a test run.
It did come with all of the original components and cables.",1503619200,4
51,13,51,A fantastic horror game. Even better in VR.  Its a must have title for any system that can play it. You can get about 4 or 5 play throughs out of it.,1503619200,5
52,2,52,This one takes you full circle very nice game and I'll take you back to the beginning of the HALO Series,1503619200,5
53,9,53,Great start to an incredible series.,1503619200,4
54,14,54,Brings back childhood memories of when I kicked ass before I knew it could feel so good.,1503619200,5
55,8,55,excelente,1503619200,5
56,2,56,Very well mate is not original but then again these games are just for people who like these johndra so if you like fighting and having a little bit of fun why not the price is good,1503619200,4
57,10,57,"Fun game! This is one of those games that seems silly in the first mission or two, but opens up considerably with environments and story. Many of the boss fights are quite epic and amazing as you move along. There's a lot of game here to keep you busy. Make sure you buy the squeal once you've finished this one. Graphics are a little low-res at first, but you quickly forget. Some of the scenes are quite beautiful later in the game.",1503619200,5
58,2,58,Next nice next generation zombie killer zombie decent but definitely not the best,1503619200,4
59,9,59,"Love the shooting, the story and everything but man not being able to skip cut-scenes sucks when you want to replay level for fun.",1503619200,4
60,15,60,"I remember when this game came out and a lot of the fans of the first two in the series (which are also great, by the way) didn't like the fact this game was only on the PlayStaion 2 and didn't have online multiplayer. I found this sort of hypocritical because Tekken 5 (which is also a great game made by the same people) came out at the same time and was (and still is) praised by fans despite not having online multiplayer and only being on the PlayStation 2. Now, as a game itself, Soulcalibur 3 has pretty nice graphics (even by today's standards), controls that are easier than they seem (especially if you do the training levels), and some well-rendered, entertaining cutscenes. I will agree with the fans, however, that there are a few characters (I won't say who) that are a tad overpowered, and that can make certain battles rather stressful. Still, fun game all around and as far as sequels go, this could have been a whole lot worse.",1503619200,5
61,16,61,Thanks,1503705600,5
62,17,0,i have about 30 hours into the game and i completely love the game!  easy to progress and fun to play im about 55% through the game doing side missions and at level 44. story line is good too!,1503705600,5
63,18,62,"So far I like this one, I have both ps4 pro and xbox one s (x is preordered) and I like that both chargers go up.. Wish there was one that went up but was just a drop and charge but Ill get used to it. Thank you",1503705600,5
64,19,63,"I received it quickly and safely.
I am satisfied with the purchase at a good price.",1503705600,5
65,19,64,"I received it quickly and safely.
I am satisfied with the purchase at a good price.",1503705600,5
66,16,65,Thank you!,1503705600,5
67,20,66,Typical Xbox controller. Great for its purpose but until they have built in battery I would always give it a four at best. Please Microsoft! Do this!!,1503705600,4
68,19,67,"I received it quickly and safely.
I am satisfied with the purchase at a good price.",1503705600,5
69,19,68,"I received it quickly and safely.
I am satisfied with the purchase at a good price.",1503705600,5
70,16,69,Good,1503705600,5
71,21,70,Excellent,1503705600,5
72,22,71,"NIB great  game,  daughter loved it!",1503705600,5
73,23,72,worth it,1503705600,5
74,23,73,very good,1503705600,5
75,24,74,"The game itself was fine, but the seller seemed to have let slip his mind the case for the cartridge.",1503705600,4
76,24,75,"Game Freak should try making a new game. It could be about Pokemon, only with new ideas.",1503705600,2
77,25,76,Very fun and worth the money,1503705600,5
78,24,77,It didn't help. The Wii still can't read dual-layered discs.,1503705600,1
79,23,78,included everything that was in the description. very fun to play.,1503705600,5
80,26,79,Work like new even if its used,1503705600,5
81,20,80,Very responsive! Love the rgb lightings. Very true to the color and the razor program to control all of it is very easy to touch.,1503705600,5
82,24,81,"Concludes the trilogy, and it's very rare that novel adventure game series get finished (not that anybody remembers LOOM anymore, or is aware of how Monkey Island reportedly changed hands after 2, and let's not even get started on the meddling in Inherit the Earth). However, it feels like a real rush to the finish, and the branching paths feel more contrived this time around. Somehow it still feels linear. If you've been a far of the series this far, though, it'll be fun enough for you; just probably not the most memorable of the series.",1503705600,3
83,27,82,"This is a Glitch filled mess. The most common and annoying glitch by far is the one where you are out and about on the town having a spot of fun murdering your way to the top and the entire application crashes. Suddenly the PS4 is say the application crashed asking what you want to do.  This happens about once an hour. After the game glitches some parts become harder to play because the glitch affects how things happen. I think the button mapping is compromised. Anyways it is easy to see that absolutely no quality assurance checks were done in porting Saints Row 4 from PS3 to PS4 platform.

The game is just as much sick fun as I remember so that part is nice. This is not a remastered game but it still looks nice on PS4. The extra content is also nice. This is a fun and funny game kind of like GTA if it were made by 16 year old inner city thugs! At this price I'd buy  Saints Row IV: Re-Elected + Gat out of Hell ... Square Enix LLC  just be aware this is not this companies best work.  Saints Row IV: Re-Elected + Gat out of Hell ... Square Enix LLC is a rushed PS4 port sold only as a blatant money grab. Little to No effort was made to insure a quality PS4 experience and brother it shows like mad!",1503705600,3
84,19,83,"I received it quickly and safely.
I am satisfied with the purchase at a good price.",1503705600,5
85,20,84,Love this mouse. Two years use ams still feels like new. Very reactive and precise. The razor program is insanely easy to touch and customize the mouse. Love it!!!,1503705600,5
86,28,85,Grandson enjoys and love it,1503705600,5
87,20,86,"Great design and a good mouse. But if you want it to be as smooth as you like, you'll have to tweak it in the asus program. My own personal opinion. The mouse doesn't move nicely when it came in stock. Some tweaking with the program will definitely make it much better and smoother!",1503705600,4
88,24,87,"Grinding those last few collectibles is a thankless task. They should've let you buy them in the in-game store for play coins or smash coins. Watch out for the community--it's been infested by competitive MLG gamers. Nintendo's about having fun, not insulting someone's parents over the Internet.",1503705600,4
89,19,88,"I received it quickly and safely.
I am satisfied with the purchase at a good price.",1503705600,5
90,24,89,"The GCN port is too loose, the drivers were impossible to find, and it has issues with that weird ""XInput/DirectInput"" voodoo.",1503705600,2
91,24,90,Stick this on a dual cartridge with Planet Robobot and you've got a full title there.,1503705600,3
92,29,91,She loves it.. she have this for almost a year. Good quality and tough haha.. highly recommended,1503705600,5
93,22,92,"Works great with Xbox 360 rock band games,  note this  is a wired plug in device,  sounds echoey but I think that is how it is supposed to sound in the game.  Kids use it alot had it for 8mo still works great",1503705600,5
94,22,93,"Brand new in packaging actual Xbox sticks,  kids have abused for 8 months and they are holding up great",1503705600,5
95,24,94,"So, why couldn't they patch their own game's issue with saving in the puzzle rooms? Laziness? Didn't know how? The story gets a bit too out there in the end.",1503705600,3
96,24,95,"The online function is good, but you're bound to run into weirdo kids or something. The character design was about 25% interesting.",1503705600,3
97,24,96,"It fixes what's broken about Mystery Dungeon gameplay. The story is saccharine drivel that has nothing to do with Pokemon. Then it tries to tack the last few bits on as pay DLC, as if DLC itself is a draw.",1503705600,3
98,22,97,"Works but arrived in very used,  beat up condition,  not happy for the price,  but the kids liked it, drum sticks not included.  Note,  This item is wired in case you are not aware,  and does  have a delay when using with certain TV models",1503705600,2
99,23,98,good,1503705600,5
100,22,99,Arrived in new condition my kids love this  game!!  Fun for entire family( if you purchase all the instruments sold separately) to play together,1503705600,5
101,21,100,Excellent,1503705600,5
102,21,101,Excellent,1503705600,5
103,28,102,Love it,1503705600,5
104,25,103,Very fun and worth the money,1503705600,5
105,30,104,Nice update to the series but the VR was lacking severely in my opinion.,1503792000,4
106,31,105,"Much of a review of these grips would come down to personal preference. For me personally, the caps were way too large and placed a large amount of leverage on the thumb sticks (causing them to feel really light and awkward), the bumps were uncomfortable, and I would rather use the bare thumb sticks with no pad at all. Objectively, however, it is worth a $6 price tag if you think you will be comfortable with the large caps or are just looking to customize your controller's thumb sticks.",1503792000,2
107,30,106,Lost some interest since the tracking felt off on the move controllers and would probably be better which friends who all have PSVR.,1503792000,3
108,30,107,Amazing game series.,1503792000,5
109,32,108,Very good game.,1503792000,4
110,30,109,Amazing game on the PS4 Pro.,1503792000,5
111,33,110,good product,1503792000,5
112,33,31,good product,1503792000,4
113,33,111,good product,1503792000,5
114,30,112,Game was ok but the helmet was amazing.,1503792000,4
115,34,113,Ordered several years ago as a part of a ps4 gift package for my fianc. We still use them to this day and have never had any issues with it.,1503792000,5
116,33,114,good product,1503792000,5
117,35,115,"I've been using this controller to play games from the Wii shop channel that require a classic controller. I always played with the little white oval- shaped one before this which was very uncomfortable to play with. This However is marvelous. There is plenty of room to rest each palm on the 'prongs' and every button is at a perfect distance to mash away. I also love the fact that the X, Y, A, and B are all different shapes and sizes which makes it easy to find without looking. There's also the added bonus that I can use this on my Wii U and not just the Wii.
Wonderful product, cant wait to play more.",1503792000,5
118,34,116,Fianc loved it.,1503792000,5
119,36,117,One of my favorite games.,1503792000,5
120,31,118,"The stickers peeled off of both my PS4 and controllers within about two months. I can't complain too much, though, as it is a cheap product and it did look nice while it was actually sticking.",1503792000,2
121,31,14,"The mouse comes in beautiful packaging, as do all Razer products, and the mouse has done nothing to disappoint for me after two years of frequent use. It is very comfortable, and visually tasteful. I think Razer did a great job of not trying to do too much with this mouse, as i see many other companies seemingly trying to do. The DeathAdder series is made strictly for gaming performance, and that is something it does as good as any other mouse out there, just with the Razer price tag attached to it. There are multiple durability complaints I have seen relating to the DeathAdder, none of which I have yet to experience, but it is something that should probably be taken into account for before purchasing.",1503792000,5
122,33,119,good product,1503792000,5
123,37,120,"Arrived in new condition, as advertised. Got for a great price (around $175). Says the package was going to be an import from Japan, but, like other reviewers, this one came from KY.",1503792000,5
124,33,121,good product,1503792000,4
125,33,122,good product,1503792000,5
126,33,123,good product,1503792000,5
127,36,124,Like this game. easy to use. Good story line.,1503792000,5
128,34,125,"Ordered for my fianc&eacute;, he loved it.",1503792000,5
129,36,126,Don't use that much. Wheel turn control seems impossible to master.,1503792000,2
130,36,125,One of my favorite games,1503792000,5
131,35,127,Love it!,1503792000,5
132,34,128,"Ordred as gift for my fianc, he loved it.",1503792000,5
133,33,129,good product,1503792000,5
134,37,130,"Works great, is very sturdy!",1503792000,5
135,33,131,good product,1503792000,5
136,31,24,"The mouse comes in beautiful packaging, as do all Razer products, and the mouse has done nothing to disappoint for me after two years of frequent use. It is very comfortable, and visually tasteful. I think Razer did a great job of not trying to do too much with this mouse, as i see many other companies seemingly trying to do. The DeathAdder series is made strictly for gaming performance, and that is something it does as good as any other mouse out there, just with the Razer price tag attached to it. There are multiple durability complaints I have seen relating to the DeathAdder, none of which I have yet to experience, but it is something that should probably be taken into account for before purchasing.",1503792000,5
137,33,132,good product,1503792000,5
138,31,6,"The mouse comes in beautiful packaging, as do all Razer products, and the mouse has done nothing to disappoint for me after two years of frequent use. It is very comfortable, and visually tasteful. I think Razer did a great job of not trying to do too much with this mouse, as i see many other companies seemingly trying to do. The DeathAdder series is made strictly for gaming performance, and that is something it does as good as any other mouse out there, just with the Razer price tag attached to it. There are multiple durability complaints I have seen relating to the DeathAdder, none of which I have yet to experience, but it is something that should probably be taken into account for before purchasing.",1503792000,5
139,37,133,"Game is not bad at all. It's a mix of FF and Pokemon. Combat is interesting and keeps me playing. Characters are kinda lame, though. The male protagonist is made out to be a complete idiot and the English voice actor for the female protagonist sounds like she's phoning it in for most of the game.",1503792000,4
140,36,134,"Good programed game, too hard for me to move forward in the game, so not using anymore.",1503792000,3
141,33,135,good product . i like it,1503792000,5
142,38,136,Kid loved it,1503878400,5
143,39,137,it was so helpful and worked great,1503878400,5
144,40,138,"Perfect system, love it",1503878400,5
145,39,139,it was great long lasting.,1503878400,5
146,41,140,"I was so glad when Insomniac Games came back to make more Ratchet and Clank Game and they really delivered. The action, the suspense the new game mechanics and all new villains made this game worth while.",1503878400,5
147,29,66,Original controller with the headset jack,1503878400,5
148,42,141,"Cool Headphones, good quality for the price.",1503878400,5
149,43,65,"The first two games were great. Especially the second one, I watched a playthrough years ago but the experience was still great. Felt like I was playing a movie sometimes.

I couldn't bring myself to finish the third game, not even reach halfway of the story. I always wondered why people never talked about the third game and now I know why.",1503878400,4
150,41,142,I hope to make good use out of this memory card and possibly add more PS2 games to my library.,1503878400,5
151,44,83,"The original Doom was one of those types of games that pretty much created the 3D first person shooter.  Although it was far from perfect and has since been surpassed by the games that followed, it is still considered a PC classic.  Although I wouldnt consider the original Doom one of my favorites, it was still fun and intense to play, so I was intrigue enough with the new PS4 version to take a chance with it when it dropped to under 20 bucks.

This Doom does a nice job at creating the look and the feel of the original with modern graphics along with the intenseness and frenetic action that the original Doom was known for.

The one thing that I wasn't crazy about in the original was the lack of a story and although there is a story here, it is rather basic one.  The game pretty much drops you into the action with barely an explanation.

There are plenty of levels and creatures to fight, although I do think as others have said it gets a bit repetitive.  I am not particularly crazy about the lack of map detail as well as I didn't really find it beneficial for navigating through the levels.  I found it too easy to lose your way, while trying to figure out what the map is trying to tell you.  Like the original, there are only saves at checkpoints, so that can be a bit frustrating at times when you are stuck at certain levels.

Like the original, it isn't my favorite modern-day shooter but it does have some intense fun and the chance to reminisce with a modern version of a classic.

4 stars",1503878400,4
152,45,143,Just bad gameplay. There is nothing exceptional about this beat em up that should make you buy it over any other japanese arena beat em up games. All the characters are extremely uninspired and there are far too many of them for how little they stand out from each other. If you're playing this for the ecchi factor you'll be disappointed. Everything is heavily censored and almost all the girls have identical figures with oversized balloon breasts. Some of the characters handle really poorly making the story missions a chore to get through. This isn't a fun game.,1503878400,2
153,29,144,Keeps our daughters Nintendo and games safe,1503878400,5
154,38,145,Kids loved it,1503878400,5
155,46,146,"Irrational Exuberance!  I am a senior citizen and having the Time Of My Life with this product.  Having TWO motion controllers is a must for maximum enjoyment.  Even the games I'm less enthusiastic about are Good (golf, archery).  Boxing gives me a cardio workout full of sweat.
Tennis and skiing also provide a decent workout.  Bowling is just Pure Fun.  This is one of the Best Purchases of ANY kind I've ever made.  I always look forward to playing these games.  They are challenging and force the mind to ""adapt"" to be successful, as in real-life sports.  This product is worth TEN stars.  Excellent Purchase.  Love It, Love It, Love It!!!!",1503878400,5
156,40,147,Great game,1503878400,4
157,29,148,Great game just get the first one first and the dvds,1503878400,5
158,40,149,Great game,1503878400,5
159,47,150,No comment,1503878400,3
160,48,151,"Great game, though some of the scenes seem nearly impossible to unlock.",1503878400,4
161,46,152,"Still going through the tutorials. Stunning graphics, challenging, but a good purchase.",1503878400,5
162,49,153,All in one collection,1503878400,5
163,50,154,Tons of reply value,1503878400,5
164,51,155,"THE HD VERSION DOESNT HELP EITHER
FIRST GAME IN THE SERIES AND IT SUCKS
TOO MANY ENEMIES
CHEAP, ANNOYING AND CHEATING AI
ONLY FOUR HP TILL YOU UPGRADE AND ITS EXPENSIVE
NO ARMOR
POOR CONTROLS
JUMPS THAT ONLY WORK HALF THE TIME
MAGNET BOOT SECTIONS THAT LET YOU FALL
GRINDRAILS WITH TOO MANY BOMBS AND OBJECTS
LAVA/GOO TRAP ROOMS THAT WILL EAT YOU ALIVE, FORCING YOU TO RESTART
HOVER BOARD RACEING WHICH HONESTLY ISNT A RACE AT ALL
ITS SO BROKEN AND UNFAIR
AI IS FASTER THEN YOU
IGNORE MISSILES
MISSILES THAT FAIL TO HIT THE TARGET
EVERYTHING HURTS YOU
YOU RUN INTO SOMETHING AND YOU MIGHT AS WELL RESTART
POOR SECRET AREAS WITH NOTHING TO FIND OR IMPOSSIBLE TO ACCESS
EVERYONE WANTS YOUR MONEY THAT YOU WORKED FOR
NO WEAPON UPGRADES",1503878400,1
165,42,156,Does not work for standard 3ds systems,1503878400,4
166,49,157,Great!,1503878400,5
167,41,158,"I must say that while making time travel a game mechanic is not new in video games, how Insomniac did it is very clever when using clank in his puzzle levels especially when you have to use a lot of thinking out of the box and having retrace your steps. It can get very frustrating but it is the good kind of frustrating knowing that when you complete one of his missions it was well worth it.",1503878400,5
168,43,134,"Everything about this game was so refreshing and innovative. The game actually forces you to make smart decisions to get through the story, which is rare nowadays. Multiplayer was heart poundingly great, teamwork and strategy is essential and no one could go in guns blazing; like alot of times rounds would last a long time because both teams would try to outposition each other for the W.

[OPINION] However I stopped playing the game for weeks when I reached the ending. Without spoiling that much and looking at the ending from a logical and beneficial for all people perspective, Joel was on that BS times the people that died from the zombies. Of course in an entertainment sense this is great, very rarely does a movie or game get this reaction out of me. So I was salty about the ending but now I appreciate it.",1503878400,5
169,40,159,Perfect condition and great game,1503878400,5
170,39,160,"my kids loved it,so much",1503878400,5
171,39,161,it was the right one,1503878400,5
172,1,162,You will not regret purchasing this item at all it is worth every penny,1503878400,5
173,48,163,"Lots of fun, though leveling gets tedious at times. Especially if you're trying to unlock everything.",1503878400,4
174,39,164,easy to use great,1503878400,5
175,49,165,A classic!,1503878400,5
176,52,166,Product works perfectly and arrived very quickly as well as was a great price. Now my family may play our N64 again. Love it!,1503878400,5
177,48,167,Very good. Incredibly moving. I cried so hard even though I knew how it would end. They made Zack a very compelling character and added a lot of depth to the backstory.,1503878400,4
178,48,167,Very good. Incredibly moving. I cried so hard even though I knew how it would end. They made Zack a very compelling character and added a lot of depth to the backstory.,1503878400,4
179,50,168,Works great.,1503878400,5
180,46,169,"This product works well with ""Birds Of Steel"" and probably general Flight Simulators.  I have been unable to use the Joystick (in normal fashion) with racing games, however the manual indicates a modification/disabling can be made to the under-side of the rudder to address this but I prefer not to attempt that and just use this product for Flight.  That said, the fact that you can via a ""switch"" use this product with a PS3 or a PC is genius.
Good Purchase.",1503878400,4
181,53,170,very good,1503878400,5
182,53,171,very good,1503878400,5
183,40,172,Works and feels great,1503878400,5
184,43,173,"As a long time AC fan, this is disappointing. Positive first, the entire gameplay has been reinvented and its refreshing and more authentic to stealth and action. However the glitches and technical problems are all over the place, most co-op sessions I got disconnected from. The most disappointing thing for me was the story, there was no significant advancing in the modern assassins story. Honestly Ubisoft is just milking the franchise the more money right now.",1503878400,3
185,41,174,"I knew that when I finished playing Uncharted 1 and 2 I need to get game 3. I do not know what it is about the Uncharted series, perhaps it is the characters or maybe the Indiana Jones feel to the games, all I know is that the games as well as Uncharted 3  are worth playing again and again. I will admit though the puzzle solving and game mechanics can get a little repetitive but the story always made me hunger for more.",1503878400,5
186,44,175,"This is one of those games that I missed when it originally came out, but I decided to try this game after finding it for under 20 bucks.  It is hard not to compare this game to the GTA series as it seems to incorporate some of those game play elements with some additions that make it something different.

I will say that some of the GTA like gameplay, such as the cop chases, seems to be a bit more difficult or not executed as smoothly.  I really didn't like the cop chasing element in this game at all.  To be fair though, this game focuses more on the electronic hacking aspect of the game more than the GTA style of gameplay.

There are also some quirky elements such as the virtual video games on the street and the weird trips that you take to drive over some flaming people.  The perk and ability system is also a cool addition to the gameplay although I found the ability tree a bit cluttered and harder to figure out than it should be.

The hacking part is fun for a time but does get a bit repetitive over time.  The main storyline is decent with some fun missions.  I did find the main character a bit conflicted as he was supposed to be a vigilante against crime yet does several criminal things.

There are lots of side quests but I personally think they are pretty much the same things over and over and I got bored with them pretty quickly.  I did find doing some things pretty difficult to figure out as it isn't always clear on what you needed to do to complete a side quest.

Climbing up and over things feel a bit clumsy to me as compared to other games I have recently played.  Graphics are decent for a game that is over 3 years old, although the graphics do seem to be a bit inconsistent at times.

Overall, I found this to be a mixed bag with some elements being fun and some just downright boring or poorly executed.  This game was alright but not nearly as fun as the GTA series.

3.5 stars",1503878400,3
187,29,176,Works good my 6 year old hasn't destroyed the screen yet,1503878400,5
188,49,177,Simple and good,1503878400,5
189,53,178,very good,1503878400,5
190,40,179,Cheap headset; get what you pay for,1503878400,3
191,29,180,Best headset for the money I got 2,1503878400,5
192,54,181,"Application process was smooth and one of the more easier screen protectors to put on. So if you're one of those people (like me) who needs it to be perfectly centered this screen protector was perfect because it allows you to correct the positioning before applying it permanently.

As for how it holds up and how well it does its job, I'll update this along the way.",1503878400,5
193,43,68,"This is the only game I've ever pre-ordered for good reason. First two arkham games were just amazing and even won the world record for best superhero game so when I heard this coming out I had to pre-order for once. But now, this is NOT A BAD GAME, it just didn't live up to the other two, that is all. If you played the Arkham asylum and city you'll notice a huge difference with this one.",1503878400,3
194,38,182,Kids loved it,1503878400,5
195,47,183,No comment,1503878400,4
196,54,184,"Pretty decent, I like that it's a flexible case as opposed to the hard plastic ones. Could be a little more sturdy in the back but it's not too flimsy. I'm just wondering if it'll yellow over time, like some clear phone cases with the same material do.",1503878400,4
197,55,185,This game is awesome not too bad but cool good game,1503878400,4
198,54,186,"Pretty nice case, its sturdy and does its job.

Pros:
- Comes with 2 straps (short and long one)
- Zipper is smooth
- Looks nice
- Comes with a stylus and screen wipe

Cons:
- Slots to put cartridges are a tad bit too tight (my ocd thinks it might end up scratching the cartridge if you're not careful)
-  Its a tight fit with the charger. You have to manipulate it a bit to make everything fit comfortably with the charger",1503878400,5
199,56,187,THIS IS PERFECT!!!! I got this when Injustice 2 came out and it works AMAZING you definitely want to get the MAGONE MagicBoots for this! I didn't at first because I didn't pay attention but its a pain to have a USB cord plugged in and have a controller just laying around! This is perfect for on the lap not to leave but its not light or cheap feeling! It definitely feels like a good quality stick! I would love to see this either work for the Nintendo Switch or one for the Switch soon!!!,1503964800,5
200,57,188,Device had some issues and company could be better but everything checks out great.,1503964800,5
201,58,189,This has always been my favorite sports game and favorite NBA game of all time. Great PS2 must-have.,1503964800,5
202,59,190,"Good quality, love the game.",1503964800,5
